fund_name,manager_name,vintage_year,strategy,geography,irr,tvpi,dpi,nav,commitment,paid_in,distributions,fund_size,source_name,source_file,source_page,raw_text,data_quality_flag,irr_numeric,tvpi_numeric,dpi_numeric,irr_vintage_percentile,irr_vintage_quartile,tvpi_vintage_percentile,tvpi_vintage_quartile,dpi_vintage_percentile,dpi_vintage_quartile,irr_quartile_score,tvpi_quartile_score,dpi_quartile_score,overall_quartile_score,overall_vintage_quartile,vintage_benchmark_label,internal_score,allocator_memo_short
Sponsor Fund VI,Sponsor Fund,2024.0,,europe,,,,,,,,€231m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,72,Sponsor Fund VI €231m 2024,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Sponsor Fund VI by Sponsor Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Systematic Growth Fund IV,Systematic Growth Fund,2024.0,,europe,,,,,,,,€215m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,72,Systematic Growth Fund IV €215m 2024,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Systematic Growth Fund IV by Systematic Growth Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
VIA Equity Fund V,VIA Equity,2024.0,,europe,,,,,,,,€250m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,72,VIA Equity Fund V €250m 2024,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"VIA Equity Fund V by VIA Equity is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Verdane Capital Freya XII,Verdane Capital,2025.0,,europe,,,,,,,,€2.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,72,Verdane Capital Freya XII €2.0bn 2025,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Verdane Capital Freya XII by Verdane Capital is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Verdane Idun II (Impact Fund),Verdane Idun,2024.0,,europe,,,,,,,,€700m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,72,Verdane Idun II (Impact Fund) €700m 2024,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Verdane Idun II (Impact Fund) by Verdane Idun is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Apollo Infrastructure Opportunities Fund III,Apollo Infrastructure Opportunities Fund,2026.0,,europe,,,,,,,,$2.3bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Apollo Infrastructure Opportunities Fund III $2.3bn* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Apollo Infrastructure Opportunities Fund III by Apollo Infrastructure Opportunities Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
DWS Pan-European Infrastructure Fund IV,DWS Pan-European Infrastructure Fund,2026.0,,europe,,,,,,,,$4.3bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,DWS Pan-European Infrastructure Fund IV $4.3bn* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"DWS Pan-European Infrastructure Fund IV by DWS Pan-European Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Growth II,Growth,,,europe,,,,,,,,€1.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,€1.2bn* | Held Close | Swiss Life Funds (Lux) Global Infrastructure Opportunities | Growth II | €1.0bn* | Held Close | PATRIZIA European Infrastructure Fund III | €600m* | Held Close,needs_review_short_name,,,,,,,,,,,,,,,Insufficient performance data,,"Growth II by Growth is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
ISQ Global Infrastructure Fund IV,ISQ Global Infrastructure Fund,2026.0,,europe,,,,,,,,$15.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,ISQ Global Infrastructure Fund IV $15.0bn* Raising,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"ISQ Global Infrastructure Fund IV by ISQ Global Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Igneo European Diversified Infrastructure Fund IV,Igneo European Diversified Infrastructure Fund,2026.0,,europe,,,,,,,,€4.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Igneo European Diversified Infrastructure Fund IV €4.0bn* Raising,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Igneo European Diversified Infrastructure Fund IV by Igneo European Diversified Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
InfraRed Infrastructure Fund VII,InfraRed Infrastructure Fund,2026.0,,europe,,,,,,,,$1.5bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,InfraRed Infrastructure Fund VII $1.5bn* Raising,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"InfraRed Infrastructure Fund VII by InfraRed Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
InfraVia European Fund VI,InfraVia European Fund,2026.0,,europe,,,,,,,,€7.5bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,InfraVia European Fund VI €7.5bn* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"InfraVia European Fund VI by InfraVia European Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Infracapital Greenfield Infrastructure Fund II,Infracapital Greenfield Infrastructure Fund,2019.0,,europe,,,,,,,,£1.3bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Infracapital Greenfield Infrastructure Fund II £1.3bn 2019,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Infracapital Greenfield Infrastructure Fund II by Infracapital Greenfield Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Infracapital Partners IV,Infracapital Partners,2026.0,,europe,,,,,,,,€1.2bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Infracapital Partners IV €1.2bn* Held Close Swiss Life Funds (Lux) Global Infrastructure Opportunities Growth II €1.0bn* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Infracapital Partners IV by Infracapital Partners is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Investcorp Corsair Infrastructure Partners Fund I,Investcorp Corsair Infrastructure Partners,2026.0,,europe,,,,,,,,$1.5bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Investcorp Corsair Infrastructure Partners Fund I $1.5bn* Raising,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Investcorp Corsair Infrastructure Partners Fund I by Investcorp Corsair Infrastructure Partners is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
KKR Global Infrastructure Investors V,KKR Global Infrastructure Investors,,,europe,,,,,,,,$20.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Status/Vintage | 2026 | 2027 and Beyond | KKR Global Infrastructure Investors V | $20.0bn* | Held Close | Stonepeak Infrastructure Partners V | $15.0bn* | Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"KKR Global Infrastructure Investors V by KKR Global Infrastructure Investors is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Meanings Infrastructure Fund,Meanings Infrastructure Fund,2026.0,,europe,,,,,,,,€400m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Meanings Infrastructure Fund €400m* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Meanings Infrastructure Fund by Meanings Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
PATRIZIA European Infrastructure Fund III,PATRIZIA European Infrastructure Fund,2026.0,,europe,,,,,,,,€600m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,PATRIZIA European Infrastructure Fund III €600m* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"PATRIZIA European Infrastructure Fund III by PATRIZIA European Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Partners Group Direct Infrastructure IV,Partners Group Direct Infrastructure,2026.0,,europe,,,,,,,,$8.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Partners Group Direct Infrastructure IV $8.0bn* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Partners Group Direct Infrastructure IV by Partners Group Direct Infrastructure is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Stonepeak Infrastructure Partners V,Stonepeak Infrastructure Partners,2026.0,,europe,,,,,,,,$15.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Stonepeak Infrastructure Partners V $15.0bn* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Stonepeak Infrastructure Partners V by Stonepeak Infrastructure Partners is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Tiger Infrastructure Partners Fund IV,Tiger Infrastructure Partners,2026.0,,europe,,,,,,,,$1.5bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,Tiger Infrastructure Partners Fund IV $1.5bn* Held Close,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Tiger Infrastructure Partners Fund IV by Tiger Infrastructure Partners is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
UBS Archmore International Infrastructure III,UBS Archmore International Infrastructure,2019.0,,europe,,,,,,,,$1.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,73,UBS Archmore International Infrastructure III $1.0bn 2019,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"UBS Archmore International Infrastructure III by UBS Archmore International Infrastructure is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Aberdeen Global Infrastructure Partners III,Aberdeen Global Infrastructure Partners,2022.0,,europe,,,,,,,,$368m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,74,Aberdeen Global Infrastructure Partners III $368m 2022,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Aberdeen Global Infrastructure Partners III by Aberdeen Global Infrastructure Partners is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Alinda Infrastructure Fund IV,Alinda Infrastructure Fund,2020.0,,europe,,,,,,,,$1.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,74,Alinda Infrastructure Fund IV $1.0bn 2020,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Alinda Infrastructure Fund IV by Alinda Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Ancala Infrastructure Fund III,Ancala Infrastructure Fund,2022.0,,europe,,,,,,,,€1.4bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,74,Ancala Infrastructure Fund III €1.4bn 2022,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Ancala Infrastructure Fund III by Ancala Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Antin Infrastructure Mid Cap I,Antin Infrastructure Mid Cap,2021.0,,europe,,,,,,,,€2.2bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,74,Antin Infrastructure Mid Cap I €2.2bn 2021,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Antin Infrastructure Mid Cap I by Antin Infrastructure Mid Cap is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Antin Infrastructure Partners V,Antin Infrastructure Partners,2022.0,,europe,,,,,,,,€10.2bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,74,Antin Infrastructure Partners V €10.2bn 2022,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Antin Infrastructure Partners V by Antin Infrastructure Partners is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
